title,url,price,primary_image_url,currency,crawl_time,current_price,categories
* BasicCord Micro-USB Data / Charging Cable ,http://www.expansys.com.sg/-basiccord-micro-usb-data-charging-cable-1m-black-287991/,SG$6,http://i1.expansys.com/img/p/287991/-basiccord-micro-usb-data-charging-cable.jpg,Singaporean Dollar,2016-04-14 12:13:22,SG$6,"Mobile Phones,Phone Accessories,Power – AC Adaptors"
EXPANSYS BlackBerry 9550 Car Mount Cradle,http://www.expansys.com.sg/kidigi-blackberry-9550-car-mount-cradle-199344/,SG$3,http://i1.expansys.com/img/p/199344/kidigi-blackberry-9550-car-mount-cradle.jpg,Singaporean Dollar,2016-04-14 12:13:23,SG$3,"Mobile Phones,Phone Accessories,Cradles & Docking Stations"
AT Screen Guard for Lenonvo PHAB ,http://www.expansys.com.sg/at-screen-guard-for-lenonvo-phab-crystal-clear-282843/,SG$13,http://i1.expansys.com/img/p/282843/at-screen-guard-for-lenonvo-phab.jpg,Singaporean Dollar,2016-04-14 12:13:27,SG$13,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard for Samsung Galaxy J5 ,http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-j5-anti-fingerprint-crystal-clear-282575/,SG$13,http://i2.expansys.com/img/p/282575/at-screen-guard-for-samsung-galaxy-j5.jpg,Singaporean Dollar,2016-04-14 12:13:27,SG$13,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard for Sony Xperia M5 ,http://www.expansys.com.sg/at-screen-guard-for-sony-xperia-m5-anti-fingerprint-crystal-clear-282840/,SG$13,http://i1.expansys.com/img/p/282840/at-screen-guard-for-sony-xperia-m5.jpg,Singaporean Dollar,2016-04-14 12:13:27,SG$13,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
"AT Screen Guard for Samsung Galaxy Tab S2  8"" (T715) ",http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-tabs2-8-anti-fingerprint-crystal-clear-280834/,SG$16,http://i1.expansys.com/img/p/280834/at-screen-guard-for-samsung-galaxy-tabs2-8.jpg,Singaporean Dollar,2016-04-14 12:13:31,SG$16,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
hoomia U2 Ace Headset ,http://www.expansys.com.sg/hoomia-u2-headset-orange-238815/,SG$60,http://i2.expansys.com/img/p/238815/hoomia-u2-headset.jpg,Singaporean Dollar,2016-04-14 12:13:31,SG$60,"Mobile Phones,Phone Accessories,Headsets & Headphones – Wired"
hoomia U2 Ace Headset ,http://www.expansys.com.sg/hoomia-u2-headset-pink-238819/,SG$15,http://i2.expansys.com/img/p/238819/hoomia-u2-headset.jpg,Singaporean Dollar,2016-04-14 12:13:31,SG$15,"Mobile Phones,Phone Accessories,Headsets & Headphones – Wired"
Samsung Wireless Charging Station ,http://www.expansys.com.sg/samsung-wireless-charging-pad-for-samsung-galaxy-s6-white-275011/,SG$39,http://i1.expansys.com/img/p/275011/samsung-wireless-charging-pad-for-samsung-galaxy-s6.jpg,Singaporean Dollar,2016-04-14 12:13:33,SG$39,"Mobile Phones,Phone Accessories,Power – Car & Air Chargers"
Momax Clear Screen Protector for Nokia N97,http://www.expansys.com.sg/momax-clear-screen-protector-for-nokia-n97-222159/,SG$1,http://i2.expansys.com/img/p/222159/momax-clear-screen-protector-for-nokia-n97.jpg,Singaporean Dollar,2016-04-14 12:13:35,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
Momax Clear Screen Protector for Nokia N8,http://www.expansys.com.sg/momax-clear-screen-protector-for-nokia-n8-222158/,SG$1,http://i2.expansys.com/img/p/222158/momax-clear-screen-protector-for-nokia-n8.jpg,Singaporean Dollar,2016-04-14 12:13:36,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
Momax Clear Screen Protector for Nokia E7,http://www.expansys.com.sg/momax-clear-screen-protector-for-nokia-e7-222157/,SG$1,http://i2.expansys.com/img/p/222157/momax-clear-screen-protector-for-nokia-e7.jpg,Singaporean Dollar,2016-04-14 12:13:37,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
Momax Screen Protector for Motorola Milestone 2,http://www.expansys.com.sg/momax-screen-protector-for-motorola-milestone-2-222154/,SG$1,http://i1.expansys.com/img/p/222154/momax-screen-protector-for-motorola-milestone-2.jpg,Singaporean Dollar,2016-04-14 12:13:38,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
Momax Clear Screen Protector for Motorola Defy MB525,http://www.expansys.com.sg/momax-clear-screen-protector-for-motorola-defy-mb525-222153/,SG$1,http://i1.expansys.com/img/p/222153/momax-clear-screen-protector-for-motorola-defy.jpg,Singaporean Dollar,2016-04-14 12:13:39,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
Momax Clear Screen Protector for BlackBerry Bold ,http://www.expansys.com.sg/momax-clear-screen-protector-for-blackberry-bold-9700-9780-222149/,SG$1,http://i2.expansys.com/img/p/222149/momax-clear-screen-protector-for-blackberry-bold.jpg,Singaporean Dollar,2016-04-14 12:13:41,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
EXPANSYS USB Cradle with HDMI out for Samsung Galaxy S II,http://www.expansys.com.sg/expansys-usb-cradle-with-hdmi-out-for-samsung-galaxy-s-ii-221708/,SG$60,http://i2.expansys.com/img/p/221708/expansys-usb-cradle-with-hdmi-out-for-samsung-galaxy-s-ii.jpg,Singaporean Dollar,2016-04-14 12:13:43,SG$60,"Mobile Phones,Phone Accessories,Cradles & Docking Stations"
melkco Leather Case for HTC One M9 ,http://www.expansys.com.sg/melkco-leather-case-for-htc-one-m9-book-type-with-card-slot-green-276399/,SG$7,http://i2.expansys.com/img/p/276399/melkco-leather-case-for-htc-one-m9.jpg,Singaporean Dollar,2016-04-14 12:13:44,SG$7,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3+/Z4 ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z4-book-type-with-card-slot-red-276392/,SG$4,http://i1.expansys.com/img/p/276392/melkco-leather-case-for-sony-xperia-z4.jpg,Singaporean Dollar,2016-04-14 12:13:45,SG$4,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3+/Z4 ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z4-book-type-with-card-slot-black-276391/,SG$8,http://i1.expansys.com/img/p/276391/melkco-leather-case-for-sony-xperia-z4.jpg,Singaporean Dollar,2016-04-14 12:13:47,SG$8,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for HTC One M9 ,http://www.expansys.com.sg/melkco-leather-case-for-htc-one-m9-book-type-with-card-slot-purple-276398/,SG$7,http://i2.expansys.com/img/p/276398/melkco-leather-case-for-htc-one-m9.jpg,Singaporean Dollar,2016-04-14 12:13:47,SG$7,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3 Compact D 5803 ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z3-compact-d-5803-book-type-with-card-slot-black-276386/,SG$15,http://i2.expansys.com/img/p/276386/melkco-leather-case-for-sony-xperia-z3-compact-d-5803.jpg,Singaporean Dollar,2016-04-14 12:13:48,SG$15,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3 / Z3 Dual ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z3-z3-dual-book-type-with-card-slot-green-276367/,SG$8,http://i2.expansys.com/img/p/276367/melkco-leather-case-for-sony-xperia-z3-z3-dual.jpg,Singaporean Dollar,2016-04-14 12:13:49,SG$8,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3 / Z3 Dual ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z3-z3-dual-book-type-with-card-slot-purple-276366/,SG$8,http://i2.expansys.com/img/p/276366/melkco-leather-case-for-sony-xperia-z3-z3-dual.jpg,Singaporean Dollar,2016-04-14 12:13:51,SG$8,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3 / Z3 Dual ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z3-z3-dual-book-type-with-card-slot-red-276365/,SG$4,http://i2.expansys.com/img/p/276365/melkco-leather-case-for-sony-xperia-z3-z3-dual.jpg,Singaporean Dollar,2016-04-14 12:13:53,SG$4,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3 / Z3 Dual ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z3-z3-dual-book-type-with-card-slot-black-276364/,SG$8,http://i1.expansys.com/img/p/276364/melkco-leather-case-for-sony-xperia-z3-z3-dual.jpg,Singaporean Dollar,2016-04-14 12:13:53,SG$8,"Mobile Phones,Phone Accessories,Cases & Covers"
PDair Leather Case for Samsung Galaxy E7 ,http://www.expansys.com.sg/pdair-deluxe-leather-case-for-samsung-galaxy-e7-vertical-pouch-type-black-276267/,SG$23,http://i2.expansys.com/img/p/276267/pdair-deluxe-leather-case-for-samsung-galaxy-e7.jpg,Singaporean Dollar,2016-04-14 12:13:54,SG$23,"Mobile Phones,Phone Accessories,Cases & Covers"
PDair Leather Case for Sony Xperia E4 Dual ,http://www.expansys.com.sg/pdair-leather-case-for-sony-xperia-e4-dual-vertical-pouch-type-black-276257/,SG$6,http://i2.expansys.com/img/p/276257/pdair-leather-case-for-sony-xperia-e4-dual.jpg,Singaporean Dollar,2016-04-14 12:13:54,SG$6,"Mobile Phones,Phone Accessories,Cases & Covers"
LG QuickCircle II Battery Cover for LG G4 ,http://www.expansys.com.sg/lg-quickcircle-ii-battery-cover-for-lg-g4-white-276124/,SG$60,http://i1.expansys.com/img/p/276124/lg-quickcircle-ii-battery-cover-for-lg-g4.jpg,Singaporean Dollar,2016-04-14 12:13:57,SG$60,"Mobile Phones,Phone Accessories,Cases & Covers"
Samsung Power Cover for Samsung Galaxy S6 edge+ ,http://www.expansys.com.sg/samsung-power-cover-for-samsung-galaxy-s6-edge-gold-280706/,SG$113,http://i2.expansys.com/img/p/280706/samsung-power-cover-for-samsung-galaxy-s6-edge.jpg,Singaporean Dollar,2016-04-14 12:13:57,SG$113,"Mobile Phones,Phone Accessories,Accessory Packs"
melkco i.mee Super SIM Kit,http://www.expansys.com.sg/melkco-i-mee-super-sim-kit-270313/,SG$8,http://i1.expansys.com/img/p/270313/melkco-i-mee-super-sim-kit.jpg,Singaporean Dollar,2016-04-14 12:13:58,SG$8,"Mobile Phones,Phone Accessories,Accessory Packs"
LG 360 VR ,http://www.expansys.com.sg/lg-360-vr-titanium-silver-289389/,SG$454,http://i2.expansys.com/img/p/289389/lg-360-vr.jpg,Singaporean Dollar,2016-04-14 12:13:59,SG$454,"Mobile Phones,Phone Accessories,Accessory Packs"
Samsung Power Cover for Samsung Galaxy S6 edge+ ,http://www.expansys.com.sg/samsung-power-cover-for-samsung-galaxy-s6-edge-silver-280707/,SG$113,http://i2.expansys.com/img/p/280707/samsung-power-cover-for-samsung-galaxy-s6-edge.jpg,Singaporean Dollar,2016-04-14 12:14:02,SG$113,"Mobile Phones,Phone Accessories,Accessory Packs"
LG Hi-Fi Plus with B&O Play ,http://www.expansys.com.sg/lg-hi-fi-plus-with-bo-play-black-289312/,SG$349,http://i1.expansys.com/img/p/289312/lg-hi-fi-plus-with-bo-play.jpg,Singaporean Dollar,2016-04-14 12:14:03,SG$349,"Mobile Phones,Phone Accessories,Accessory Packs"
LG 360 CAM ,http://www.expansys.com.sg/lg-360-cam-titan-silver-289390/,SG$454,http://i1.expansys.com/img/p/289390/lg-360-cam.jpg,Singaporean Dollar,2016-04-14 12:14:04,SG$454,"Mobile Phones,Phone Accessories,Accessory Packs"
Samsung Wireless Charging Kit for Samsung Galaxy Note Edge ,http://www.expansys.com.sg/samsung-wireless-charging-kit-for-samsung-galaxy-note-edge-white-269665/,SG$79,http://i2.expansys.com/img/p/269665/samsung-wireless-charging-kit-for-samsung-galaxy-note-edge.jpg,Singaporean Dollar,2016-04-14 12:14:04,SG$79,"Mobile Phones,Phone Accessories,Accessory Packs"
Samsung Galaxy S7 S View Cover EF-CG930 ,http://www.expansys.com.sg/samsung-galaxy-s7-s-view-cover-ef-cg930-white-288227/,SG$46,http://i2.expansys.com/img/p/288227/samsung-galaxy-s7-s-view-cover-ef-cg930.jpg,Singaporean Dollar,2016-04-14 12:14:06,SG$46,"Mobile Phones,Phone Accessories,Cases & Covers"
Samsung Galaxy S7 Flip Wallet Cover EF-WG930 ,http://www.expansys.com.sg/samsung-flip-wallet-cover-for-galaxy-s7-black-288203/,SG$29,http://i1.expansys.com/img/p/288203/samsung-flip-wallet-cover-for-galaxy-s7.jpg,Singaporean Dollar,2016-04-14 12:14:08,SG$29,"Mobile Phones,Phone Accessories,Cases & Covers"
Samsung Galaxy S7 Clear View Cover EF-ZG930 ,http://www.expansys.com.sg/samsung-clear-view-cover-for-galaxy-s7-gold-288198/,SG$55,http://i2.expansys.com/img/p/288198/samsung-clear-view-cover-for-galaxy-s7.jpg,Singaporean Dollar,2016-04-14 12:14:09,SG$55,"Mobile Phones,Phone Accessories,Cases & Covers"
Motorola Shell for Motorola Moto G (2nd Gen.) ,http://www.expansys.com.sg/motorola-shell-for-motorola-moto-g-2nd-gen-black-286323/,SG$17,http://i1.expansys.com/img/p/286323/motorola-shell-for-motorola-moto-g-2nd-gen.jpg,Singaporean Dollar,2016-04-14 12:14:12,SG$17,"Mobile Phones,Phone Accessories,Cases & Covers"
PRINICS M1 Mobile Printer Flip Cover ,http://www.expansys.com.sg/prinics-m1-flip-cover-pink-281924/,SG$4,http://i1.expansys.com/img/p/281924/prinics-m1-flip-cover.jpg,Singaporean Dollar,2016-04-14 12:14:12,SG$4,"Mobile Phones,Phone Accessories,Cases & Covers"
BlackBerry PRIV Leather Swivel Holster ,http://www.expansys.com.sg/blackberry-priv-leather-swivel-holster-black-285778/,SG$22,http://i2.expansys.com/img/p/285778/blackberry-priv-leather-swivel-holster.jpg,Singaporean Dollar,2016-04-14 12:14:13,SG$22,"Mobile Phones,Phone Accessories,Cases & Covers"
PRINICS M1 Mobile Printer Flip Cover ,http://www.expansys.com.sg/prinics-m1-flip-cover-blue-281923/,SG$4,http://i1.expansys.com/img/p/281923/prinics-m1-flip-cover.jpg,Singaporean Dollar,2016-04-14 12:14:15,SG$4,"Mobile Phones,Phone Accessories,Cases & Covers"
Motorola Shell for Motorola Moto G 3rd Gen ,http://www.expansys.com.sg/motorola-shell-for-motorola-moto-g-3rd-gen-yellow-280169/,SG$25,http://i2.expansys.com/img/p/280169/motorola-shell-for-motorola-moto-g-3rd-gen.jpg,Singaporean Dollar,2016-04-14 12:14:15,SG$25,"Mobile Phones,Phone Accessories,Cases & Covers"
Sony Style Cover Window SCR30 for Sony Z3+ ,http://www.expansys.com.sg/sony-style-cover-window-scr30-for-sony-z3-aqua-green-279500/,SG$64,http://i1.expansys.com/img/p/279500/sony-style-cover-window-scr30-for-sony-z3.jpg,Singaporean Dollar,2016-04-14 12:14:18,SG$64,"Mobile Phones,Phone Accessories,Cases & Covers"
Guess Clark Collection Hard Case Croco for iPhone 6 ,http://www.expansys.com.sg/guess-clark-collection-hard-case-croco-for-iphone-6-black-279312/,SG$27,http://i1.expansys.com/img/p/279312/guess-clark-collection-hard-case-croco-for-iphone-6.jpg,Singaporean Dollar,2016-04-14 12:14:19,SG$27,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Odyssey voyage case for Apple iPhone 6s/6 ,http://www.expansys.com.sg/innerexile-odyssey-voyage-case-for-apple-iphone-6-aluminum-case-gray-278472/,SG$121,http://i1.expansys.com/img/p/278472/innerexile-odyssey-voyage-case-for-apple-iphone-6.jpg,Singaporean Dollar,2016-04-14 12:14:20,SG$121,"Mobile Phones,Phone Accessories,Cases & Covers"
UltraJacket Slim Clear Case for Sony Xperia Z3 ,http://www.expansys.com.sg/ultrajacket-slim-clear-case-for-sony-xperia-z3-lightweight-0-3mm-ultra-clear-278322/,SG$7,http://i1.expansys.com/img/p/278322/ultrajacket-slim-clear-case-for-sony-xperia-z3.jpg,Singaporean Dollar,2016-04-14 12:14:21,SG$7,"Mobile Phones,Phone Accessories,Cases & Covers"
Roxfit Gel Shell Slim for Xperia E4 ,http://www.expansys.com.sg/roxfit-gel-shell-slim-for-xperia-e4-black-276871/,SG$25,http://i1.expansys.com/img/p/276871/roxfit-gel-shell-slim-for-xperia-e4.jpg,Singaporean Dollar,2016-04-14 12:14:22,SG$25,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell BodenCover for Xperia Z3+/Z3+ Dual/ Z4 ,http://www.expansys.com.sg/krusell-frostcover-for-sony-xperia-z3-z3-dual-z4-white-276605/,SG$19,http://i2.expansys.com/img/p/276605/krusell-frostcover-for-sony-xperia-z3-z3-dual-z4.jpg,Singaporean Dollar,2016-04-14 12:14:22,SG$19,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Kiruna FlipCase for Sony Xperia Z3+/Z3+ Dual/ Z4 ,http://www.expansys.com.sg/krusell-kiruna-flipcase-for-sony-xperia-z3-z3-dual-z4-camel-276603/,SG$10,http://i1.expansys.com/img/p/276603/krusell-kiruna-flipcase-for-sony-xperia-z3-z3-dual-z4.jpg,Singaporean Dollar,2016-04-14 12:14:24,SG$10,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell FrostCover for  Xperia E4g/E4g Dual ,http://www.expansys.com.sg/krusell-frostcover-for-sony-xperia-e4g-e4g-dual-black-276688/,SG$23,http://i2.expansys.com/img/p/276688/krusell-frostcover-for-sony-xperia-e4g-e4g-dual.jpg,Singaporean Dollar,2016-04-14 12:14:25,SG$23,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Kiruna FlipCase for Sony Xperia Z3+/Z3+ Dual/ Z4 ,http://www.expansys.com.sg/krusell-kiruna-flipcase-for-sony-xperia-z3-z3-dual-z4-black-276602/,SG$10,http://i1.expansys.com/img/p/276602/krusell-kiruna-flipcase-for-sony-xperia-z3-z3-dual-z4.jpg,Singaporean Dollar,2016-04-14 12:14:25,SG$10,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Malmö FlipWallet for Sony Xperia Z3+/Z3+ Dual/ Z4 ,http://www.expansys.com.sg/krusell-malmo-flipwallet-for-sony-xperia-z3-z3-dual-z4-mint-green-276601/,SG$10,http://i1.expansys.com/img/p/276601/krusell-malmo-flipwallet-for-sony-xperia-z3-z3-dual-z4.jpg,Singaporean Dollar,2016-04-14 12:14:27,SG$10,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Malmö FlipWallet for Sony Xperia Z3+/Z3+ Dual/ Z4 ,http://www.expansys.com.sg/krusell-malmo-flipwallet-for-sony-xperia-z3-z3-dual-z4-white-276600/,SG$10,http://i1.expansys.com/img/p/276600/krusell-malmo-flipwallet-for-sony-xperia-z3-z3-dual-z4.jpg,Singaporean Dollar,2016-04-14 12:14:28,SG$10,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Malmö FlipWallet for Sony Xperia Z3+/Z3+ Dual/ Z4 ,http://www.expansys.com.sg/krusell-malmo-flipwallet-for-sony-xperia-z3-z3-dual-z4-cerise-pink-276599/,SG$10,http://i2.expansys.com/img/p/276599/krusell-malmo-flipwallet-for-sony-xperia-z3-z3-dual-z4.jpg,Singaporean Dollar,2016-04-14 12:14:28,SG$10,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Sala Bumper for Xperia M4 Aqua/ Aqua Dual ,http://www.expansys.com.sg/krusell-sala-bumper-for-sony-xperia-m4-aqua-aqua-dual-silver-276577/,SG$27,http://i2.expansys.com/img/p/276577/krusell-sala-bumper-for-sony-xperia-m4-aqua-aqua-dual.jpg,Singaporean Dollar,2016-04-14 12:14:30,SG$27,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Samsung Galaxy S6 Edge ,http://www.expansys.com.sg/melkco-leather-case-for-samsung-galaxy-s6-edge-book-type-with-card-slot-dark-blue-276499/,SG$34,http://i2.expansys.com/img/p/276499/melkco-leather-case-for-samsung-galaxy-s6-edge.jpg,Singaporean Dollar,2016-04-14 12:14:30,SG$34,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Samsung Galaxy S6 Edge ,http://www.expansys.com.sg/melkco-leather-case-for-samsung-galaxy-s6-edge-book-type-with-card-slot-purple-276498/,SG$34,http://i2.expansys.com/img/p/276498/melkco-leather-case-for-samsung-galaxy-s6-edge.jpg,Singaporean Dollar,2016-04-14 12:14:39,SG$34,"Mobile Phones,Phone Accessories,Cases & Covers"
Momax Slim-Fit TPU  Case for Samsung Galaxy S6 Edge ,http://www.expansys.com.sg/momax-slim-fit-tpu-case-for-samsung-galaxy-s6-edge-black-276475/,SG$3,http://i2.expansys.com/img/p/276475/momax-slim-fit-tpu-case-for-samsung-galaxy-s6-edge.jpg,Singaporean Dollar,2016-04-14 12:14:41,SG$3,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Samsung Galaxy S6 ,http://www.expansys.com.sg/melkco-leather-case-for-samsung-galaxy-s6-book-type-with-card-slot-dark-blue-276496/,SG$34,http://i2.expansys.com/img/p/276496/melkco-leather-case-for-samsung-galaxy-s6.jpg,Singaporean Dollar,2016-04-14 12:14:41,SG$34,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3 Compact ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z3-compact-d-5803-book-type-with-card-slot-red-276387/,SG$8,http://i2.expansys.com/img/p/276387/melkco-leather-case-for-sony-xperia-z3-compact-d-5803.jpg,Singaporean Dollar,2016-04-14 12:14:43,SG$8,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Samsung Galaxy S6 ,http://www.expansys.com.sg/melkco-leather-case-for-samsung-galaxy-s6-book-type-with-card-slot-purple-276495/,SG$34,http://i2.expansys.com/img/p/276495/melkco-leather-case-for-samsung-galaxy-s6.jpg,Singaporean Dollar,2016-04-14 12:14:44,SG$34,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3 / Z3 Dual ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z3-z3-dual-book-type-with-card-slot-dark-blue-276368/,SG$8,http://i2.expansys.com/img/p/276368/melkco-leather-case-for-sony-xperia-z3-z3-dual.jpg,Singaporean Dollar,2016-04-14 12:14:45,SG$8,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Leather Case for Sony Xperia Z3 Compact ,http://www.expansys.com.sg/melkco-leather-case-for-sony-xperia-z3-compact-d-5803-book-type-with-card-slot-purple-276388/,SG$8,http://i2.expansys.com/img/p/276388/melkco-leather-case-for-sony-xperia-z3-compact-d-5803.jpg,Singaporean Dollar,2016-04-14 12:14:45,SG$8,"Mobile Phones,Phone Accessories,Cases & Covers"
PDair Leather Case for Samsung Galaxy E7 ,http://www.expansys.com.sg/pdair-deluxe-leather-case-for-samsung-galaxy-e7-horizontal-pouch-type-black-276265/,SG$9,http://i2.expansys.com/img/p/276265/pdair-deluxe-leather-case-for-samsung-galaxy-e7.jpg,Singaporean Dollar,2016-04-14 12:14:48,SG$9,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Boden FlipCover for Xperia E4/E4 Dual ,http://www.expansys.com.sg/krusell-boden-flipcover-for-sony-xperia-e4-e4-dual-transparent-blue-275582/,SG$30,http://i1.expansys.com/img/p/275582/krusell-boden-flipcover-for-sony-xperia-e4-e4-dual.jpg,Singaporean Dollar,2016-04-14 12:14:49,SG$30,"Mobile Phones,Phone Accessories,Cases & Covers"
Sony Wireless Charging Cover WCR14 (includ. WCH10) ,http://www.expansys.com.sg/sony-wireless-charging-cover-wcr14-includ-wch10-white-uk-269989/,SG$120,http://i2.expansys.com/img/p/269989/sony-wireless-charging-cover-wcr14-includ-wch10.jpg,Singaporean Dollar,2016-04-14 12:14:49,SG$120,"Mobile Phones,Phone Accessories,Cases & Covers"
BlackBerry Leap Leather Pocket ,http://www.expansys.com.sg/blackberry-leap-leather-pocket-white-273878/,SG$6,http://i2.expansys.com/img/p/273878/blackberry-leap-leather-pocket.jpg,Singaporean Dollar,2016-04-14 12:14:49,SG$6,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Glacier case for Apple iPhone 6s/6 ,http://www.expansys.com.sg/innerexile-glacier-case-for-apple-iphone-6-crystal-self-healing-protective-case-black-269980/,SG$43,http://i1.expansys.com/img/p/269980/innerexile-glacier-case-for-apple-iphone-6.jpg,Singaporean Dollar,2016-04-14 12:14:50,SG$43,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Glacier case for Apple iPhone 6s Plus/6 Plus ,http://www.expansys.com.sg/innerexile-glacier-case-for-apple-iphone-6-plus-crystal-self-healing-protective-case-transparent-269977/,SG$47,http://i2.expansys.com/img/p/269977/innerexile-glacier-case-for-apple-iphone-6-plus.jpg,Singaporean Dollar,2016-04-14 12:14:51,SG$47,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Hydra case for Apple iPhone 6s Plus/6 Plus ,http://www.expansys.com.sg/innerexile-hydra-case-for-apple-iphone-6-plus-self-healing-protective-case-transparent-black-267055/,SG$33,http://i2.expansys.com/img/p/267055/innerexile-hydra-case-for-apple-iphone-6-plus.jpg,Singaporean Dollar,2016-04-14 12:14:52,SG$33,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Odyssey case  for iPhone 5/5s ,http://www.expansys.com.sg/innerexile-odyssey-case-for-iphone-5-5s-aluminum-bumper-with-plastic-back-cove-gold-wood-266681/,SG$67,http://i1.expansys.com/img/p/266681/innerexile-odyssey-case-for-iphone-5-5s.jpg,Singaporean Dollar,2016-04-14 12:14:55,SG$67,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Odyssey case  for iPhone 5/5s ,http://www.expansys.com.sg/innerexile-odyssey-case-for-iphone-5-5s-aluminum-bumper-with-plastic-back-cover-red-266680/,SG$67,http://i1.expansys.com/img/p/266680/innerexile-odyssey-case-for-iphone-5-5s.jpg,Singaporean Dollar,2016-04-14 12:14:55,SG$67,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Odyssey case  for iPhone 5/5s ,http://www.expansys.com.sg/innerexile-odyssey-case-for-iphone-5-5s-aluminum-bumper-with-plastic-back-cover-silver-266679/,SG$67,http://i2.expansys.com/img/p/266679/innerexile-odyssey-case-for-iphone-5-5s.jpg,Singaporean Dollar,2016-04-14 12:14:58,SG$67,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Hydra case for Apple iPhone 6s/6 ,http://www.expansys.com.sg/innerexile-hydra-case-for-apple-iphone-6-self-healing-protective-case-transparent-black-266267/,SG$29,http://i2.expansys.com/img/p/266267/innerexile-hydra-case-for-apple-iphone-6.jpg,Singaporean Dollar,2016-04-14 12:14:59,SG$29,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Hydra case for Apple iPhone 6s/6 ,http://www.expansys.com.sg/innerexile-hydra-case-for-apple-iphone-6-self-healing-protective-case-transparent-pink-266268/,SG$29,http://i2.expansys.com/img/p/266268/innerexile-hydra-case-for-apple-iphone-6.jpg,Singaporean Dollar,2016-04-14 12:14:59,SG$29,"Mobile Phones,Phone Accessories,Cases & Covers"
melkco Aluminum Bumper  for Apple iPhone 6 Plus ,http://www.expansys.com.sg/melkco-aluminum-bumper-for-apple-iphone-6-plus-sliver-266233/,SG$5,http://i1.expansys.com/img/p/266233/melkco-aluminum-bumper-for-apple-iphone-6-plus.jpg,Singaporean Dollar,2016-04-14 12:15:02,SG$5,"Mobile Phones,Phone Accessories,Cases & Covers"
