title,url,price,primary_image_url,currency,crawl_time,current_price,categories
Samsung Galaxy S7 edge Dual-SIM SM-G9350 ,http://www.expansys.com.sg/samsung-galaxy-s7-edge-unlocked-32gb-gold-platinum-288262/,"SG$1,044",http://i1.expansys.com/img/p/288262/samsung-galaxy-s7-edge.jpg,Singaporean Dollar,2016-04-12 17:03:51,"SG$1,044","Mobile Phones,Dual SIM Phones"
Samsung Galaxy S7 Dual SIM SM-G930FD ,http://www.expansys.com.sg/samsung-galaxy-s7-unlocked-32gb-gold-platinum-288138/,SG$904,http://i2.expansys.com/img/p/288138/samsung-galaxy-s7.jpg,Singaporean Dollar,2016-04-12 17:03:52,SG$904,"Mobile Phones,Dual SIM Phones"
"ASUS ZenFone 2 Laser 6"" Dual-SIM ZE601KL ",http://www.expansys.com.sg/asus-zenfone-2-laser-6-dual-sim-ze601kl-unlocked-32gb-sheer-gold-285976/,SG$394,http://i2.expansys.com/img/p/285976/asus-zenfone-2-laser-6-dual-sim-ze601kl.jpg,Singaporean Dollar,2016-04-12 17:03:54,SG$394,"Mobile Phones,Dual SIM Phones"
Apple iPhone 6s A1688 ,http://www.expansys.com.sg/apple-iphone-6s-unlocked-16gb-gold-282803/,SG$974,http://i1.expansys.com/img/p/282803/apple-iphone-6s.jpg,Singaporean Dollar,2016-04-12 17:03:56,SG$974,"Mobile Phones,SIM Free Phones,iOS"
ASUS ZenFone Selfie Dual SIM - ZD551KL ,http://www.expansys.com.sg/asus-zenfone-selfie-dual-sim-zd551kl-unlocked-lte-32gb-chic-pink-282155/,SG$339,http://i2.expansys.com/img/p/282155/asus-zenfone-selfie-dual-sim-zd551kl.jpg,Singaporean Dollar,2016-04-12 17:03:57,SG$339,"Mobile Phones,Dual SIM Phones"
Apple iPhone SE A1723 ,http://www.expansys.com.sg/apple-iphone-se-a1723-unlocked-16gb-rose-gold-288845/,SG$669,http://i2.expansys.com/img/p/288845/apple-iphone-se-a1723.jpg,Singaporean Dollar,2016-04-12 17:03:58,SG$669,"Mobile Phones,SIM Free Phones,iOS"
Parrot Control pad ,http://www.expansys.com.sg/parrot-control-pad-for-mki-bluetooth-hands-free-car-kits-175953/,SG$55,http://i1.expansys.com/img/p/175953/parrot-control-pad.jpg,Singaporean Dollar,2016-04-12 17:03:58,SG$55,"Mobile Phones,Phone Accessories,Repairs & Spare Parts"
"ASUS ZenFone 2 Laser 6"" Dual-SIM ZE601KL ",http://www.expansys.com.sg/asus-zenfone-2-laser-6-dual-sim-ze601kl-unlocked-32gb-glamour-red-285977/,SG$394,http://i2.expansys.com/img/p/285977/asus-zenfone-2-laser-6-dual-sim-ze601kl.jpg,Singaporean Dollar,2016-04-12 17:04:00,SG$394,"Mobile Phones,Dual SIM Phones"
ASUS ZenFone Selfie Dual SIM - ZD551KL ,http://www.expansys.com.sg/asus-zenfone-selfie-dual-sim-zd551kl-unlocked-lte-32gb-pure-white-282026/,SG$329,http://i2.expansys.com/img/p/282026/asus-zenfone-selfie-dual-sim-zd551kl.jpg,Singaporean Dollar,2016-04-12 17:04:00,SG$329,"Mobile Phones,Dual SIM Phones"
Logitech Bluetooth Multi-Device Keyboard K480 ,http://www.expansys.com.sg/logitech-k480-bluetooth-multi-device-keyboard-white-286963/,SG$69,http://i1.expansys.com/img/p/286963/logitech-k480-bluetooth-multi-device-keyboard.jpg,Singaporean Dollar,2016-04-12 17:04:03,SG$69,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
Logitech 65-Key Bluetooth v3.0 Tablet Keyboard- Refurbished ,http://www.expansys.com.sg/logitech-65-key-bluetooth-v3-0-tablet-keyboard-refurbished-windows-8-rt-android-30-carrying-case-and-280940/,SG$47,http://i1.expansys.com/img/p/280940/logitech-65-key-bluetooth-v3-0-tablet-keyboard-refurbished.jpg,Singaporean Dollar,2016-04-12 17:04:03,SG$47,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
Motorola Shell for Motorola Moto E ,http://www.expansys.com.sg/motorola-shell-for-motorola-moto-e-lemon-lime-261369/,,http://i2.expansys.com/img/p/261369/motorola-shell-for-motorola-moto-e.jpg,Singaporean Dollar,2016-04-12 17:04:04,,"Mobile Phones,Phone Accessories,Cases & Covers"
innerexile Capsule 4.2 A Dual ports car charger ,http://www.expansys.com.sg/innerexile-capsule-42a-dual-ports-car-charger-red-266673/,SG$47,http://i1.expansys.com/img/p/266673/innerexile-capsule-42a-dual-ports-car-charger.jpg,Singaporean Dollar,2016-04-12 17:04:05,SG$47,"Tablet PCs & iPads,Tablet Accessories,Car Kits"
LG 360 VR ,http://www.expansys.com.sg/lg-360-vr-titanium-silver-289389/,SG$454,http://i2.expansys.com/img/p/289389/lg-360-vr.jpg,Singaporean Dollar,2016-04-12 17:04:06,SG$454,"Mobile Phones,Phone Accessories,Accessory Packs"
Martin Fields Screen Protector for Samsung Galaxy S4 Mini ,http://www.expansys.com.sg/martin-fields-screen-protector-for-samsung-galaxy-s4-mini-single-pack-251597/,SG$1,http://i2.expansys.com/img/p/251597/martin-fields-screen-protector-for-samsung-galaxy-s4-mini.jpg,Singaporean Dollar,2016-04-12 17:04:09,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
LG CAM Plus ,http://www.expansys.com.sg/lg-cam-plus-silver-289306/,SG$121,http://i2.expansys.com/img/p/289306/lg-cam-plus.jpg,Singaporean Dollar,2016-04-12 17:04:09,SG$121,"Mobile Phones,Phone Accessories,Accessory Packs"
Martin Fields Screen Protector for HTC Desire 600 ,http://www.expansys.com.sg/martin-fields-screen-protector-for-htc-desire-600-single-pack-251591/,SG$1,http://i1.expansys.com/img/p/251591/martin-fields-screen-protector-for-htc-desire-600.jpg,Singaporean Dollar,2016-04-12 17:04:12,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
CAPDASE ScreenGuard - Aris for Samsung Galaxy Core ,http://www.expansys.com.sg/capdase-screenguard-aris-for-samsung-galaxy-core-crystal-clear-251516/,SG$1,http://i2.expansys.com/img/p/251516/capdase-screenguard-aris-for-samsung-galaxy-core.jpg,Singaporean Dollar,2016-04-12 17:04:12,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
Momax Screen Protector for ASUS FonePad ,http://www.expansys.com.sg/momax-screen-protector-for-asus-fonepad-crystal-clear-251409/,SG$1,http://i2.expansys.com/img/p/251409/momax-screen-protector-for-asus-fonepad.jpg,Singaporean Dollar,2016-04-12 17:04:13,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
Momax Screen Protector for LG Optimus G Pro ,http://www.expansys.com.sg/momax-screen-protector-for-lg-optimus-g-pro-crystal-clear-251410/,SG$1,http://i1.expansys.com/img/p/251410/momax-screen-protector-for-lg-optimus-g-pro.jpg,Singaporean Dollar,2016-04-12 17:04:14,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard  for HTC Butterfly S ,http://www.expansys.com.sg/at-screen-guard-for-htc-butterfly-s-crystal-clear-251405/,SG$1,http://i2.expansys.com/img/p/251405/at-screen-guard-for-htc-butterfly-s.jpg,Singaporean Dollar,2016-04-12 17:04:16,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard  for Galaxy S4 Mini ,http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-s4-mini-anti-fingerprint-crystal-clear-251404/,SG$1,http://i1.expansys.com/img/p/251404/at-screen-guard-for-samsung-galaxy-s4-mini.jpg,Singaporean Dollar,2016-04-12 17:04:16,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard  for Samsung Galaxy S4 Mini ,http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-s4-mini-crystal-clear-251403/,SG$1,http://i1.expansys.com/img/p/251403/at-screen-guard-for-samsung-galaxy-s4-mini.jpg,Singaporean Dollar,2016-04-12 17:04:18,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard  for HTC Desire 600 ,http://www.expansys.com.sg/at-screen-guard-for-htc-desire-600-anti-fingerprint-crystal-clear-251402/,SG$1,http://i1.expansys.com/img/p/251402/at-screen-guard-for-htc-desire-600.jpg,Singaporean Dollar,2016-04-12 17:04:19,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard  for HTC Desire 600 ,http://www.expansys.com.sg/at-screen-guard-for-htc-desire-600-crystal-clear-251401/,SG$1,http://i1.expansys.com/img/p/251401/at-screen-guard-for-htc-desire-600.jpg,Singaporean Dollar,2016-04-12 17:04:19,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard for LG Optimus G Pro ,http://www.expansys.com.sg/at-screen-guard-for-lg-optimus-g-pro-anti-fingerprint-crystal-clear-251399/,SG$1,http://i2.expansys.com/img/p/251399/at-screen-guard-for-lg-optimus-g-pro.jpg,Singaporean Dollar,2016-04-12 17:04:21,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard for LG Optimus G Pro ,http://www.expansys.com.sg/at-screen-guard-for-lg-optimus-g-pro-crystal-clear-251398/,SG$1,http://i2.expansys.com/img/p/251398/at-screen-guard-for-lg-optimus-g-pro.jpg,Singaporean Dollar,2016-04-12 17:04:21,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard for Sony Xperia ZR ,http://www.expansys.com.sg/at-screen-guard-for-sony-xperia-zr-crystal-clear-251396/,SG$1,http://i2.expansys.com/img/p/251396/at-screen-guard-for-sony-xperia-zr.jpg,Singaporean Dollar,2016-04-12 17:04:23,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard  for Galaxy Grand Duos ,http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-grand-duos-anti-fingerprint-crystal-clear-251386/,SG$1,http://i2.expansys.com/img/p/251386/at-screen-guard-for-samsung-galaxy-grand-duos.jpg,Singaporean Dollar,2016-04-12 17:04:23,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard  for Samsung Galaxy Grand Duos ,http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-grand-duos-crystal-clear-251385/,SG$1,http://i2.expansys.com/img/p/251385/at-screen-guard-for-samsung-galaxy-grand-duos.jpg,Singaporean Dollar,2016-04-12 17:04:25,SG$1,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
LG 360 CAM ,http://www.expansys.com.sg/lg-360-cam-titan-silver-289390/,SG$454,http://i1.expansys.com/img/p/289390/lg-360-cam.jpg,Singaporean Dollar,2016-04-12 17:04:27,SG$454,"Mobile Phones,Phone Accessories,Accessory Packs"
LG Hi-Fi Plus with B&O Play ,http://www.expansys.com.sg/lg-hi-fi-plus-with-bo-play-black-289312/,SG$349,http://i1.expansys.com/img/p/289312/lg-hi-fi-plus-with-bo-play.jpg,Singaporean Dollar,2016-04-12 17:04:28,SG$349,"Mobile Phones,Phone Accessories,Accessory Packs"
Samsung Power Cover for Samsung Galaxy S6 edge+ ,http://www.expansys.com.sg/samsung-power-cover-for-samsung-galaxy-s6-edge-gold-280706/,SG$113,http://i2.expansys.com/img/p/280706/samsung-power-cover-for-samsung-galaxy-s6-edge.jpg,Singaporean Dollar,2016-04-12 17:04:29,SG$113,"Mobile Phones,Phone Accessories,Accessory Packs"
melkco i.mee Super SIM Kit,http://www.expansys.com.sg/melkco-i-mee-super-sim-kit-270313/,SG$8,http://i1.expansys.com/img/p/270313/melkco-i-mee-super-sim-kit.jpg,Singaporean Dollar,2016-04-12 17:04:30,SG$8,"Mobile Phones,Phone Accessories,Accessory Packs"
Samsung Power Cover for Samsung Galaxy S6 edge+ ,http://www.expansys.com.sg/samsung-power-cover-for-samsung-galaxy-s6-edge-silver-280707/,SG$113,http://i2.expansys.com/img/p/280707/samsung-power-cover-for-samsung-galaxy-s6-edge.jpg,Singaporean Dollar,2016-04-12 17:04:31,SG$113,"Mobile Phones,Phone Accessories,Accessory Packs"
Samsung Wireless Charging Kit for Samsung Galaxy Note Edge ,http://www.expansys.com.sg/samsung-wireless-charging-kit-for-samsung-galaxy-note-edge-white-269665/,SG$79,http://i2.expansys.com/img/p/269665/samsung-wireless-charging-kit-for-samsung-galaxy-note-edge.jpg,Singaporean Dollar,2016-04-12 17:04:33,SG$79,"Mobile Phones,Phone Accessories,Accessory Packs"
innerexile Capsule 4.2 A Dual ports car charger ,http://www.expansys.com.sg/innerexile-capsule-42a-dual-ports-car-charger-silver-266672/,SG$47,http://i1.expansys.com/img/p/266672/innerexile-capsule-42a-dual-ports-car-charger.jpg,Singaporean Dollar,2016-04-12 17:04:34,SG$47,"Tablet PCs & iPads,Tablet Accessories,Car Kits"
innerexile Capsule 4.2 A Dual ports car charger ,http://www.expansys.com.sg/innerexile-capsule-42a-dual-ports-car-charger-black-266451/,SG$47,http://i1.expansys.com/img/p/266451/innerexile-capsule-42a-dual-ports-car-charger.jpg,Singaporean Dollar,2016-04-12 17:04:35,SG$47,"Tablet PCs & iPads,Tablet Accessories,Car Kits"
Sony SPA-CK20M Smartphone Car Holder ,http://www.expansys.com.sg/sony-spa-ck20m-smartphone-car-holder-black-253628/,SG$90,http://i2.expansys.com/img/p/253628/sony-spa-ck20m-smartphone-car-holder.jpg,Singaporean Dollar,2016-04-12 17:04:36,SG$90,
EXPANSYS Car Cradle for HTC Desire ,http://www.expansys.com.sg/expansys-car-cradle-for-htc-desire-with-handsfree-199497/,SG$61,http://i2.expansys.com/img/p/199497/expansys-car-cradle-for-htc-desire.jpg,Singaporean Dollar,2016-04-12 17:04:39,SG$61,
EXPANSYS HTC Nexus one Car Mount Cradle,http://www.expansys.com.sg/kidigi-htc-nexus-one-car-mount-cradle-199353/,SG$3,http://i1.expansys.com/img/p/199353/kidigi-htc-nexus-one-car-mount-cradle.jpg,Singaporean Dollar,2016-04-12 17:04:39,SG$3,
EXPANSYS Car Cradle for HTC Legend,http://www.expansys.com.sg/expansys-car-cradle-for-htc-legend-198470/,SG$61,http://i1.expansys.com/img/p/198470/expansys-car-cradle-for-htc-legend.jpg,Singaporean Dollar,2016-04-12 17:04:40,SG$61,
Krusell Malmö FlipCase for Apple iPhone 5/5S/5C ,http://www.expansys.com.sg/krusell-malmo-flipcase-for-apple-iphone-5-5s-5c-black-253268/,SG$38,http://i2.expansys.com/img/p/253268/krusell-malmo-flipcase-for-apple-iphone-5-5s-5c.jpg,Singaporean Dollar,2016-04-12 17:04:41,SG$38,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Nybro Glass Protector for Xperia Z5 Premium/Dual ,http://www.expansys.com.sg/krusell-nybro-glass-protector-for-xperia-z5-premium-transparent-282437/,SG$38,http://i2.expansys.com/img/p/282437/krusell-nybro-glass-protector-for-xperia-z5-premium.jpg,Singaporean Dollar,2016-04-12 17:04:42,SG$38,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Borås FolioWallet for Xperia Z5 Premium/Dual ,http://www.expansys.com.sg/krusell-boras-foliowallet-for-xperia-z5-premium-black-282435/,SG$49,http://i2.expansys.com/img/p/282435/krusell-boras-foliowallet-for-xperia-z5-premium.jpg,Singaporean Dollar,2016-04-12 17:04:43,SG$49,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Boden Cover for Xperia Z5 Premium/Dual ,http://www.expansys.com.sg/krusell-boden-cover-for-xperia-z5-premium-transparent-black-282434/,SG$24,http://i1.expansys.com/img/p/282434/krusell-boden-cover-for-xperia-z5-premium.jpg,Singaporean Dollar,2016-04-12 17:04:44,SG$24,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell TimråCover for Xperia Z3+/Z3+ Dual/ Z4 ,http://www.expansys.com.sg/krusell-timracover-for-sony-xperia-z3-z3-dual-z4-black-276608/,SG$35,http://i2.expansys.com/img/p/276608/krusell-timracover-for-sony-xperia-z3-z3-dual-z4.jpg,Singaporean Dollar,2016-04-12 17:04:45,SG$35,"Mobile Phones,Phone Accessories,Cases & Covers"
Krusell Boden FlipCover for Xperia E4g/E4g Dual ,http://www.expansys.com.sg/krusell-boden-flipcover-for-sony-xperia-e4g-e4g-dual-black-276212/,SG$30,http://i1.expansys.com/img/p/276212/krusell-boden-flipcover-for-sony-xperia-e4g-e4g-dual.jpg,Singaporean Dollar,2016-04-12 17:04:46,SG$30,"Mobile Phones,Phone Accessories,Cases & Covers"
PDair Leather Case for HTC Desire 826 ,http://www.expansys.com.sg/pdair-leather-case-for-htc-desire-826-vertical-pouch-type-black-275301/,SG$30,http://i1.expansys.com/img/p/275301/pdair-leather-case-for-htc-desire-826.jpg,Singaporean Dollar,2016-04-12 17:04:47,SG$30,"Mobile Phones,Phone Accessories,Cases & Covers"
PDair Leather Case for HTC Desire 826 ,http://www.expansys.com.sg/pdair-leather-case-for-htc-desire-826-vertical-pouch-type-belt-clip-included-black-275300/,SG$7,http://i1.expansys.com/img/p/275300/pdair-leather-case-for-htc-desire-826.jpg,Singaporean Dollar,2016-04-12 17:04:49,SG$7,"Mobile Phones,Phone Accessories,Cases & Covers"
Logitech Bluetooth Multi-Device Keyboard K480 ,http://www.expansys.com.sg/logitech-k480-bluetooth-multi-device-keyboard-black-286962/,SG$72,http://i1.expansys.com/img/p/286962/logitech-k480-bluetooth-multi-device-keyboard.jpg,Singaporean Dollar,2016-04-12 17:04:51,SG$72,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
LG Rolly Wireless Portable Keyboard KBB-700 ,http://www.expansys.com.sg/lg-portable-wireless-rolly-keyboard-qwerty-keyboard-288231/,SG$139,http://i1.expansys.com/img/p/288231/lg-portable-wireless-rolly-keyboard.jpg,Singaporean Dollar,2016-04-12 17:04:52,SG$139,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
B-Stock Logitech Refurbished 65-Key Bluetooth Keyboard ,http://www.expansys.com.sg/b-stock-logitech-bluetooth-v3-0-tabletkeyboard-refurbished-windows-8-rt-android-30-open-box-288487/,SG$43,http://i2.expansys.com/img/p/288487/b-stock-logitech-bluetooth-v3-0-tabletkeyboard-refurbished.jpg,Singaporean Dollar,2016-04-12 17:04:52,SG$43,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
Microsoft Universal Foldable Keyboard ,http://www.expansys.com.sg/microsoft-universal-foldable-keyboard-english-keyboard-280837/,SG$120,http://i2.expansys.com/img/p/280837/microsoft-universal-foldable-keyboard.jpg,Singaporean Dollar,2016-04-12 17:04:53,SG$120,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
Strontium NITRO 566X SDXC Card ,http://www.expansys.com.sg/strontium-nitro-sdxc-card-64gb-85mb-s-class-10-uhs-i-282120/,SG$30,http://i1.expansys.com/img/p/282120/strontium-nitro-sdxc-card.jpg,Singaporean Dollar,2016-04-12 17:04:56,SG$30,
Strontium NITRO 466X SDHC Card ,http://www.expansys.com.sg/strontium-nitro-sdhc-card-32gb-70mb-s-class-10-uhs-i-282119/,SG$15,http://i2.expansys.com/img/p/282119/strontium-nitro-sdhc-card.jpg,Singaporean Dollar,2016-04-12 17:04:57,SG$15,
Strontium NITRO 433X SDHC Card ,http://www.expansys.com.sg/strontium-nitro-sdhc-card-16gb-65mb-s-class-10-uhs-i-282118/,SG$9,http://i2.expansys.com/img/p/282118/strontium-nitro-sdhc-card.jpg,Singaporean Dollar,2016-04-12 17:04:57,SG$9,
Strontium NITRO PLUS SDXC Card ,http://www.expansys.com.sg/strontium-nitro-plus-sdxc-card-128gb-uhs-1-u3-class-10-up-to-80mb-s-282129/,SG$119,http://i2.expansys.com/img/p/282129/strontium-nitro-plus-sdxc-card.jpg,Singaporean Dollar,2016-04-12 17:04:59,SG$119,"Mobile Phones,Phone Accessories,Memory & Storage"
Strontium NITRO PLUS SDHC Card ,http://www.expansys.com.sg/strontium-nitro-plus-sdhc-card-32gb-uhs-1-u3-class-10-up-to-95mb-s-282126/,SG$33,http://i2.expansys.com/img/p/282126/strontium-nitro-plus-sdhc-card.jpg,Singaporean Dollar,2016-04-12 17:05:00,SG$33,"Mobile Phones,Phone Accessories,Memory & Storage"
Strontium NITRO PLUS SDHC Card ,http://www.expansys.com.sg/strontium-nitro-plus-sdhc-card-16gb-uhs-1-u3-class-10-up-to-95mb-s-282125/,SG$17,http://i2.expansys.com/img/p/282125/strontium-nitro-plus-sdhc-card.jpg,Singaporean Dollar,2016-04-12 17:05:02,SG$17,"Mobile Phones,Phone Accessories,Memory & Storage"
Strontium NITRO PLUS MicroSDXC Card 3-in-1 ,http://www.expansys.com.sg/strontium-nitro-plus-microsdxc-card-w-adaptor-card-reader-64gb-class-10-u3-r95w85mb-s-282124/,SG$65,http://i1.expansys.com/img/p/282124/strontium-nitro-plus-microsdxc-card-w-adaptor-card-reader.jpg,Singaporean Dollar,2016-04-12 17:05:03,SG$65,"Tablet PCs & iPads,Tablet Accessories"
Strontium NITRO PLUS MicroSDHC Card 3-in-1 ,http://www.expansys.com.sg/strontium-nitro-plus-microsdhc-card-w-adaptor-card-reader-32gb-class-10-u3-r95w85mb-s-282122/,SG$33,http://i1.expansys.com/img/p/282122/strontium-nitro-plus-microsdhc-card-w-adaptor-card-reader.jpg,Singaporean Dollar,2016-04-12 17:05:03,SG$33,"Mobile Phones,Phone Accessories,Memory & Storage"
Strontium NITRO 466X MicroSDXC Card 3-in-1 ,http://www.expansys.com.sg/strontium-nitro-microsdxc-uhs-1-card-3-in-1-mobility-kit-128gb-r70mb-s-for-tablets-smartphones-282116/,SG$84,http://i2.expansys.com/img/p/282116/strontium-nitro-microsdxc-uhs-1-card-3-in-1-mobility-kit.jpg,Singaporean Dollar,2016-04-12 17:05:05,SG$84,"Mobile Phones,Phone Accessories,Memory & Storage"
ASUS Zenfone 2 Laser Dual SIM ZE550KL ,http://www.expansys.com.sg/asus-zenfone-2-laser-dual-sim-ze550kl-unlocked-lte-16gb-white-282145/,SG$254,http://i2.expansys.com/img/p/282145/asus-zenfone-2-laser-dual-sim-ze550kl.jpg,Singaporean Dollar,2016-04-12 17:05:06,SG$254,"Mobile Phones,Dual SIM Phones"
"ASUS ZenFone 2 Laser 6"" Dual-SIM ZE601KL ",http://www.expansys.com.sg/asus-zenfone-2-laser-6-dual-sim-ze601kl-unlocked-32gb-glacier-gray-285965/,SG$394,http://i2.expansys.com/img/p/285965/asus-zenfone-2-laser-6-dual-sim-ze601kl.jpg,Singaporean Dollar,2016-04-12 17:05:07,SG$394,"Mobile Phones,Dual SIM Phones"
ASUS ZenFone Selfie Dual SIM - ZD551KL ,http://www.expansys.com.sg/asus-zenfone-selfie-dual-sim-zd551kl-unlocked-lte-32gb-aqua-blue-282154/,SG$339,http://i1.expansys.com/img/p/282154/asus-zenfone-selfie-dual-sim-zd551kl.jpg,Singaporean Dollar,2016-04-12 17:05:08,SG$339,"Mobile Phones,Dual SIM Phones"
ASUS Zenfone 2 Laser Dual SIM ZE550KL ,http://www.expansys.com.sg/asus-zenfone-2-laser-dual-sim-ze550kl-unlocked-lte-16gb-black-282293/,SG$254,http://i1.expansys.com/img/p/282293/asus-zenfone-2-laser-dual-sim-ze550kl.jpg,Singaporean Dollar,2016-04-12 17:05:09,SG$254,"Mobile Phones,Dual SIM Phones"
ASUS Zenfone Zoom ZX551ML ,http://www.expansys.com.sg/asus-zenfone-zoom-zx551ml-unlocked-64gb-black-286787/,SG$584,http://i2.expansys.com/img/p/286787/asus-zenfone-zoom-zx551ml.jpg,Singaporean Dollar,2016-04-12 17:05:10,SG$584,"Mobile Phones,SIM Free Phones,Android,Lollipop"
ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML ,http://www.expansys.com.sg/asus-zenfone-2-deluxe-dual-sim-ze551ml-unlocked-lte-64gb-purple-282088/,SG$429,http://i2.expansys.com/img/p/282088/asus-zenfone-2-deluxe-dual-sim-ze551ml.jpg,Singaporean Dollar,2016-04-12 17:05:11,SG$429,"Mobile Phones,Dual SIM Phones"
ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML ,http://www.expansys.com.sg/asus-zenfone-2-deluxe-dual-sim-ze551ml-unlocked-lte-64gb-white-282089/,SG$429,http://i2.expansys.com/img/p/282089/asus-zenfone-2-deluxe-dual-sim-ze551ml.jpg,Singaporean Dollar,2016-04-12 17:05:14,SG$429,"Mobile Phones,Dual SIM Phones"
ASUS ZenFone 2 Deluxe Dual SIM - ZE551ML ,http://www.expansys.com.sg/asus-zenfone-2-deluxe-dual-sim-ze551ml-unlocked-lte-16gb-white-282123/,SG$329,http://i1.expansys.com/img/p/282123/asus-zenfone-2-deluxe-dual-sim-ze551ml.jpg,Singaporean Dollar,2016-04-12 17:05:14,SG$329,"Mobile Phones,Dual SIM Phones"
ASUS Zenfone 2 Laser Dual SIM ZE550KL ,http://www.expansys.com.sg/asus-zenfone-2-laser-dual-sim-ze550kl-unlocked-lte-16gb-red-282314/,SG$254,http://i1.expansys.com/img/p/282314/asus-zenfone-2-laser-dual-sim-ze550kl.jpg,Singaporean Dollar,2016-04-12 17:05:15,SG$254,"Mobile Phones,Dual SIM Phones"
Apple iPhone 6s Plus A1687 ,http://www.expansys.com.sg/apple-iphone-6s-plus-unlocked-64gb-gold-282850/,"SG$1,269",http://i1.expansys.com/img/p/282850/apple-iphone-6s-plus.jpg,Singaporean Dollar,2016-04-12 17:05:18,"SG$1,269","Mobile Phones,SIM Free Phones,iOS"
Apple iPhone SE A1723 ,http://www.expansys.com.sg/apple-iphone-se-a1723-unlocked-64gb-silver-288847/,SG$854,http://i2.expansys.com/img/p/288847/apple-iphone-se-a1723.jpg,Singaporean Dollar,2016-04-12 17:05:18,SG$854,"Mobile Phones,SIM Free Phones,iOS"
Apple iPhone 6s A1688 ,http://www.expansys.com.sg/apple-iphone-6s-a1688-unlocked-16gb-rose-gold-282807/,SG$974,http://i2.expansys.com/img/p/282807/apple-iphone-6s-a1688.jpg,Singaporean Dollar,2016-04-12 17:05:19,SG$974,"Mobile Phones,SIM Free Phones,iOS"
Apple iPhone SE A1723 ,http://www.expansys.com.sg/apple-iphone-se-a1723-unlocked-64gb-rose-gold-288849/,SG$854,http://i2.expansys.com/img/p/288849/apple-iphone-se-a1723.jpg,Singaporean Dollar,2016-04-12 17:05:21,SG$854,"Mobile Phones,SIM Free Phones,iOS"
Apple iPhone SE A1723 ,http://www.expansys.com.sg/apple-iphone-se-a1723-unlocked-16gb-space-gray-288842/,SG$669,http://i1.expansys.com/img/p/288842/apple-iphone-se-a1723.jpg,Singaporean Dollar,2016-04-12 17:05:23,SG$669,"Mobile Phones,SIM Free Phones,iOS"
Apple iPhone 6s Plus A1687 ,http://www.expansys.com.sg/apple-iphone-6s-plus-unlocked-64gb-silver-282844/,"SG$1,269",http://i1.expansys.com/img/p/282844/apple-iphone-6s-plus.jpg,Singaporean Dollar,2016-04-12 17:05:23,"SG$1,269","Mobile Phones,SIM Free Phones,iOS"
Apple iPhone 6s Plus A1687 ,http://www.expansys.com.sg/apple-iphone-6s-plus-unlocked-16gb-silver-282835/,"SG$1,114",http://i2.expansys.com/img/p/282835/apple-iphone-6s-plus.jpg,Singaporean Dollar,2016-04-12 17:05:25,"SG$1,114","Mobile Phones,SIM Free Phones,iOS"
Apple iPhone SE A1723 ,http://www.expansys.com.sg/apple-iphone-se-a1723-unlocked-64gb-space-gray-288846/,SG$854,http://i2.expansys.com/img/p/288846/apple-iphone-se-a1723.jpg,Singaporean Dollar,2016-04-12 17:05:26,SG$854,"Mobile Phones,SIM Free Phones,iOS"
